app_name,app_size_bytes,app_price,app_ratings_count,app_rating,app_genre
飞常准Pro-全球航班查询机票酒店预订,94053376,0.99,132,4,Travel
MEGA MAN X,90374144,4.99,3099,4.5,Games
CSR Racing,524803072,0,677247,4.5,Games
Riptide GP,41246720,0.99,3883,4,Games
Math Practice - Integers,2598912,0.99,11,4,Education
Khan Academy: you can learn anything,162706432,0,5459,4,Education
Bejeweled Blitz,91591680,0,221002,4,Games
Lloyds Bank Mobile Banking,104023040,0,17,4.5,Finance
Sleepy Hollow: Mystery Legends HD (Full),375949016,4.99,168,4,Games
Poshmark: Buy & Sell Fashion,58299392,0,18035,4.5,Shopping
Secret Calculator Pro - Hide photos & videos,14578688,1.99,2504,4.5,Photo & Video
Call of Duty: Black Ops Zombies,880267264,6.99,116601,4.5,Games
Infinite Flight - Flight Simulator,114197504,4.99,7100,4.5,Games
YouNow: Live Stream Video Chat,91615232,0,12079,3.5,Social Networking
Bandsintown Concerts,80923648,0,30845,4.5,Music
Reiner Knizia's Tigris & Euphrates,54852324,4.99,1777,4.5,Games
Coach's Eye - Video Analysis,81444864,4.99,2676,4.5,Sports
Kohl's App: Scan Shop Pay and Save!,98870272,0,7174,4,Shopping
Mystic Diary: Haunted Island HD (Full),113278913,4.99,76,4,Games
Trial Xtreme 2,158416896,2.99,2254,4.5,Games
Infect Them All : Vampires,52539392,0.99,826,5,Games
Puffin Web Browser,66607104,0,11677,4,Utilities
Royal Trouble: Hidden Adventures HD (Full),285982720,6.99,1690,4.5,Games
QQ邮箱,110243840,0,281,3.5,Utilities
Haunted Halloween Escape,15481361,0,11945,4.5,Games
Sleep application,36523008,0.99,21,4.5,Health & Fitness
Jurassic Park: The Game 1 HD,509022208,2.99,1483,4,Games
planetarian - Dream of Little Star -,177553408,3.99,78,5,Book
The Price is Right™ Decades,310633804,0.99,7693,4,Games
Kids A-Z,100699136,0,2887,3.5,Education
Timeshare+,3530752,1.99,1,5,Finance
BTN2Go,134715392,0,1628,2,Sports
N.O.V.A. 3 - Near Orbit Vanguard Alliance,1984958464,6.99,13503,4.5,Games
FEMA,8147968,0,128,3,Weather
My Macros+ Diet Weight and Calorie Tracker,75580416,2.99,2334,4.5,Health & Fitness
Night Sky,596499456,0,12122,4.5,Reference
Notion,223332352,14.99,929,4,Music
同程旅游-中国汽车票自助周边游海外跟团订票,160900096,0,57,4,Travel
Perfect365 - Custom makeup designs and beauty tips,143038464,0,19540,4.5,Lifestyle
Photo Lab PRO HD: frames for pictures face sketch,101117952,4.99,10754,4.5,Photo & Video
Midway Arcade,120819712,0.99,7639,4,Games
A Charlie Brown Christmas + iMessage Sticker Pack!,121874432,5.99,6420,4.5,Book
SPI言語 【Study Pro】,4759552,2.99,0,0,Education
Toca Kitchen,61840384,2.99,3686,4,Education
Alarm Clock HD Free - Digital Alarm Clock Display,82529280,0,54496,4.5,Utilities
Cougar Dating & Life Style App for Mature Women,109448192,0,213,4.5,Social Networking
iDoceo - teacher's assistant gradebook and planner,112567296,11.99,768,4.5,Education
Etsy: Shop Handmade Vintage & Creative Goods,120922112,0,30434,4.5,Shopping
Microsoft OneDrive – File & photo cloud storage,207656960,0,12797,4,Productivity
Socrative Student,885760,0,581,3,Education
Bubble Mags,20885504,0.99,49,4.5,Games
Train Drive ATS,124789760,3.99,233,4.5,Games
百度贴吧-全球最大兴趣交友社区,123991040,0,2860,4,Social Networking
Merriam-Webster Dictionary & Thesaurus,148458496,4.99,2843,4.5,Reference
NCAA Sports,39018496,0,636,2,Sports
Rebuild,63201280,2.99,4095,4.5,Games
Chefkoch - Rezepte Kochen Backen & Kochbuch,34652160,0,20,4,Food & Drink
Handy Art Reference Tool,141081600,1.99,250,4.5,Education
Runtastic Mountain Bike Ride & Route Tracker PRO,58073088,4.99,1520,4.5,Health & Fitness
The Moron Test 2,17226765,0.99,1801,4,Entertainment
My au,50800640,0,0,0,Utilities
激Jパチスロ 2027,92058431,9.99,0,0,Games
Montessori Letter Sounds - Phonics in English Spanish French German & Italian,185828352,3.99,41,3.5,Education
⋆Solitaire,49839104,0,106398,4.5,Games
Minecraft: Pocket Edition,147787776,6.99,522012,4.5,Games
Photomontage : PhotoLayers for iPhone,15488000,0.99,67,4.5,Photo & Video
Bejeweled Classic,99593216,0,183259,4.5,Games
Grand Theft Auto III,726392832,4.99,26547,4,Games
iZip Pro - Zip Unzip Unrar Tool,55524352,5.99,378,4,Utilities
DreamZ - Lucid Dreaming. Control your dreams!,46876672,3.99,242,4,Games
TETRIS®,63226880,1.99,8480,4,Games
58同城-招聘找工作兼职租房软件,139967488,0,34,4,Lifestyle
BarcodeReader「ICONIT」,15440896,0,0,0,Productivity
Awesome Calendar - Personal Planner,30700544,9.99,4962,4.5,Productivity
iLearn: US States,118244352,1.99,204,4.5,Education
The Bard's Tale,1807310848,2.99,4746,4.5,Games
Snow Day Calculator,8523776,0.99,160,2.5,Weather
TETRIS® FREE,97248256,0,3383,3.5,Games
Canvas by Instructure,138883072,0,19981,4.5,Education
Ice Rage,71846912,1.99,11190,4.5,Games
英単語ターゲット1900（5訂版）,95936512,4.99,0,0,Education
秒拍-超火爆短视频分享平台,120877056,0,84,4,Photo & Video
Toca Hair Salon - Christmas Gift,40584192,0,8049,4,Education
Pocket Earth PRO Offline Maps & Travel Guides,51828736,4.99,748,4.5,Navigation
Yahoo!防災速報 - 地震や豪雨など災害情報をいち早く通知,36961280,0,0,0,Weather
PolyFrame - All In One Collage Maker,108412928,1.99,219,4,Photo & Video
Roku,46033920,0,16867,4.5,Entertainment
French Belote,42018816,2.99,39,4.5,Games
Deluxe Moon Pro - Moon Phases Calendar,79185920,2.99,3312,5,Weather
Kinectimals,185228498,2.99,1336,4,Games
Santa's Naughty or Nice Scan-O-Matic Free,39937024,0,632,3.5,Entertainment
Video Compressor,12115968,1.99,108,4,Photo & Video
Math Evolve: A Fun Math Game For Kids,161501184,1.99,236,4.5,Education
Intro Designer for iMovie and Youtube,96086016,2.99,1484,4.5,Photo & Video
Jurassic Park: The Game 2 HD,501567488,2.99,341,4,Games
BookShout: Read eBooks & Track Your Reading Goals,106071040,0,879,4,Book
Wars of the Roses - Rosenkönig,305618944,0.99,115,4,Games
PetitLyrics,40871936,0,0,0,Music
Motion Math: Hungry Fish,40546304,2.99,1294,4,Education
270toWin,74190848,0,141,3.5,Education
Quick Scan - QR Code Reader,38498304,0,4783,4.5,Utilities
Tap the Frog,95601664,1.99,4802,5,Games
Ultimate Food Value Diary - Diet & Weight Tracker,45659136,3.99,2618,4.5,Health & Fitness
Akinator the Genie,93021184,1.99,26333,4.5,Entertainment
DoubleDown Casino & Slots – Vegas Slot Machines!,45689856,0,101599,4,Games
Cytus,1560187904,1.99,7925,5,Games
Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),69448704,3.99,1112,4.5,Reference
Weather Underground: Custom Forecast & Local Radar,99829760,0,49192,4.5,Weather
Where is Santa - Santa Tracker,12306432,0.99,92,3.5,Entertainment
Where is Santa Lite - Santa Tracker,14657536,0,1085,4,Entertainment
Halifax Mobile Banking,101190656,0,8,4.5,Finance
Calculator‰,16766976,0,36879,4.5,Utilities
"""Burn your fat with me!!""",149757952,1.99,302,4.5,Health & Fitness
Lep's World Free - platformer games,60937216,0,38075,4.5,Games
国美在线 – 新人免费领200元优惠券,153785344,0,0,0,Shopping
Airport Scanner,226961408,1.99,12701,4.5,Games
Head Soccer,121319424,0,481564,5,Games
Calculator HD,57990144,1.99,1883,4.5,Utilities
Calculator HD Free,68090880,0,14986,4.5,Utilities
Spanish Word Wizard : Spanish Talking Movable Alphabet with Spell Check + Spelling Tests,268300288,2.99,8,3.5,Education
Lep's World Plus - super best platformer games,42897408,0.99,30830,4.5,Games
Vudu - Movies & TV,105972736,0,4052,2,Entertainment
QQ阅读-拥有海量原著小说的电子书阅读器,122721280,0,180,3,Book
Mad Skills BMX,42697029,0.99,2547,4.5,Games
Eventbrite - Local Events & Fun Things To Do Near Me,52518912,0,2353,4,Entertainment
Gumtree Classifieds: Buy & Sell - Local for Sale,101564416,0,72,4,Shopping
Draw Something,84379648,2.99,360974,4.5,Games
Chick-fil-A,96230400,0,5665,3.5,Food & Drink
happn — Dating app — Find and meet your crush,78902272,0,20546,4.5,Lifestyle
Barefoot World Atlas,1629196288,4.99,1161,3.5,Reference
Action Movie FX,142996480,0,101222,4.5,Entertainment
Hatchi - A retro virtual pet,85693440,0.99,14381,4.5,Games
Visage makeup editor plus photo teeth whitener,134016000,0,5767,4,Photo & Video
Baby Monitor 3G,56885248,3.99,658,4.5,Lifestyle
Fingle,58532864,1.99,397,4.5,Games
Fresh Tracks Snowboarding,104357888,0,10107,4.5,Games
A Brief History of the World,143462400,3.99,280,4,Games
iTunes U,55641088,0,15801,4,Education
SPI非言語 【Study Pro】,5866903,2.99,0,0,Education
Visage Lab PRO HD: perfect makeup plus face editor,118072320,4.99,1760,4.5,Photo & Video
HOOP J for Basketball Scores,14016512,6.99,0,0,Sports
LEGO® Juniors Create & Cruise,241110016,0,6152,4,Games
My Sprint Mobile,38004736,0,2238,2,Utilities
BIG WIN Basketball,66056192,0,12669,4,Games
まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き,64250880,0,0,0,Travel
The CW,30552064,0,97368,4.5,Entertainment
Pocket League Story,186905600,4.99,357,4,Games
ABRSM Aural Trainer Grades 1-5,329866240,7.99,0,0,Education
Articulation Station Pro,425919488,59.99,294,4.5,Education
iCalendar,21714944,2.99,2300,4.5,Productivity
iPaint uPaint,3195904,0,29,4.5,Games
Cape Creator for Minecraft,15948800,1.99,718,2.5,Utilities
Jurassic Park: The Game 4 HD,468103168,2.99,256,4,Games
NightShooting,28900352,0,9,2.5,Photo & Video
Clear – Tasks Reminders & To-Do Lists,38476800,4.99,7521,4,Productivity
Headspace,121170944,0,12819,5,Health & Fitness
edjing Mix:DJ turntable to remix and scratch music,144888832,0,13580,4.5,Music
Hundreds,45957120,2.99,873,4,Games
MLB.com At Bat,91044864,0,21830,3.5,Sports
Machine World,143887360,1.99,3875,4.5,Games
Adrian James 6 Pack Abs Workout,73519104,2.99,114,4.5,Health & Fitness
Scotland Yard,157572096,3.99,824,4.5,Games
Either,11090944,0.99,89,3,Games
中华万年历-2亿用户首选的日历软件,59154432,0,598,5,Utilities
Highway Rider,169675776,0,164377,4.5,Games
Who Deleted Me? for Facebook,4303262,0.99,118,1.5,Social Networking
Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition Subtraction Multiplication and Division!,16588800,2.99,203,4.5,Education
mememo(ミーメモ)ダイエット〜生理日予測まで女性サポート,83694592,0,7,4,Health & Fitness
Thermo-Hygrometer (Barometer Feels Like THI),8309760,1.99,1043,4.5,Weather
Jigsaw Puzzle,104091648,0,138726,4.5,Games
Toca House,84990976,2.99,3048,4,Education
Voice Dream Reader,89168896,14.99,1343,4.5,Education
Flight!,64777216,0.99,1411,4.5,Games
Tom's Love Letters,29392896,0,27711,4,Entertainment
Real Fishing 3D Free,184348672,0,5131,4,Games
Guess The Person? HD,40747008,0.99,1227,4.5,Games
Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full),882049024,6.99,718,4,Games
NOAA Snow Forecast - Accurate Winter Weather Chance of Snowfall & Snowday Prediction,22798336,1.99,743,4.5,Weather
The Simpsons™: Tapped Out,86079488,0,274501,4,Games
VS. Racing 2,58599424,0,20805,4.5,Games
TonalEnergy Chromatic Tuner and Metronome,65954816,3.99,1226,4.5,Music
TETRIS® for iPad,58479616,2.99,3464,4.5,Games
J23 - Jordan Release Dates and History,13518848,1.99,3775,5,Sports
Shoot The Zombirds,134242304,0.99,2007,4.5,Games
Catapult King,210625536,0.99,12799,4.5,Games
ALON Dictaphone - Voice Recorder,37910528,4.99,379,4,Business
My Bowling 3D,176737280,0,5090,4,Games
FileExplorer Pro - File Manager for Computer NAS,83620864,4.99,1016,4.5,Utilities
Angry Birds Space,161200128,0,95892,4,Games
Sid Meier's Pirates!,461555595,2.99,1618,4.5,Games
TOEIC®テストリスニング360問,75341824,2.99,0,0,Education
Ticketmaster - Tickets for Concerts Sports Shows,174097408,0,5356,3,Entertainment
FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad,656429019,15.99,1992,4.5,Games
仙劍奇俠傳5 - 劍傲丹楓,258815519,2.99,646,4,Games
Clear Vision (17+),37879808,0.99,541693,4.5,Games
▻Solitaire,58882048,0,124618,4.5,Games
Guitar Suite - Metronome Tuner and Chords Library for Guitar Bass Ukulele,72814592,2.99,238,4.5,Music
LEGO Harry Potter: Years 5-7,489748292,4.99,5435,4,Games
Angry Birds Space HD,171300864,0,39502,4,Games
OnSong,75674624,24.99,1576,4,Music
美食杰-让吃饭变简单(VIP版),57106432,27.99,1,4,Food & Drink
Regal Cinemas,76895232,0,13257,4.5,Entertainment
RecordOrders,61618176,1.99,41,4,Business
Ski Safari,161255424,0.99,45121,5,Games
Bridge Constructor,145968128,1.99,11187,4.5,Games
Muscle Premium - Human Anatomy Kinesiology Bones,1101865984,19.99,406,4.5,Medical
Louvre HD,125812736,1.99,1129,5,Lifestyle
The Fourth Dimension,9167872,2.99,609,4.5,Education
Ryanair - Cheapest Fares,116411392,0,175,2.5,Travel
猫眼电影 - 一网打尽好电影,99992576,0,101,4.5,Entertainment
Mon compte pour Free Mobile - Conso & Messagerie,19538944,1.99,0,0,Utilities
ジーユー,16457728,0,0,0,Lifestyle
Tank Hero: Laser Wars,23957504,0.99,1418,4.5,Games
Ugly Meter PRO™,12806454,4.99,144,2.5,Entertainment
USA TODAY,96060416,0,61724,3.5,News
CoPilot GPS – Car Navigation & Offline Maps,82534400,0,3582,4,Navigation
Virtual Gastric Band Hypnosis - Lose Weight Fast!,689295360,6.99,53,4.5,Health & Fitness
Fake call from the Easter Bunny,15771648,0,39,2,Entertainment
TTPlayer - The Cinema In My Pocket,15943044,2.99,164,4,Entertainment
Charity Miles: Walking & Running Distance Tracker,140154880,0,3115,4,Health & Fitness
Battlefield™ Companion,58883072,0,689,2.5,Social Networking
WikiCamps Australia,23020544,4.99,10,4.5,Travel
Impots.gouv,9299968,0,0,0,Finance
Freeform – watch live TV & stream full episodes,56845312,0,18492,2.5,Entertainment
笑ったら負け,3700736,0,0,0,Book
Paper by FiftyThree - Sketch Diagram Take Notes,134009856,0,18219,4,Productivity
Dikie & Dukie: Learn to Read in Spanish HD,47760353,2.99,2,3,Games
Whisper - Share Express Meet,98764800,0,39819,4,Social Networking
Emoji>,130970624,0,55338,4.5,Entertainment
Emoji - inTextMoji Pro ;),130950144,0.99,7204,4.5,Entertainment
Hay Day,113641472,0,567344,4.5,Games
Nom Nom Paleo,51230720,5.99,2555,4.5,Food & Drink
Lingji tarot-nice and funny in line with tarot cards,64246784,0.99,11,3,Entertainment
饿了么外卖-大牌美食，折扣热卖,82781184,0,481,4.5,Food & Drink
Google Drive - free online storage,185695232,0,59255,4.5,Productivity
THE KING OF FIGHTERS-i 2012,1196212224,2.99,228,4.5,Games
360云盘,81857536,0,437,4.5,Productivity
Real Pool 3D,76383232,1.99,1156,4,Games
Cooking Academy (Full),43375753,1.99,475,4.5,Games
iSleep Easy - Meditations for Restful Sleep,178581504,3.99,664,4.5,Health & Fitness
Pic Jointer – Photo Collage Camera Effects Editor,81019904,0,51330,4.5,Photo & Video
Smule Sing!,109940736,0,119316,4.5,Music
AnatomyMapp,104392704,9.99,23,3.5,Medical
Inspiration Maps VPP,174490624,9.99,112,4,Education
Toca Kitchen Monsters,64406528,0,8062,4,Education
Bike Race Pro - Top Motorcycle Racing Game,119231488,0.99,26881,4.5,Games
Bike Race - Top Motorcycle Racing Games,120187904,0,405007,4.5,Games
KeyBank Mobile,32492544,0,623,2.5,Finance
Amazon Music,77778944,0,106235,4.5,Music
闲鱼-让你的闲置游起来,84877312,0,286,4,Shopping
Sonic The Hedgehog 4™ Episode II,721056768,2.99,5606,3.5,Games
战神之怒,599319461,0.99,9,4.5,Games
Extreme Fishing 2 Free,54148397,0,12002,4.5,Games
Puppet Pals Pocket Director's Pass,86945792,1.99,7,4.5,Education
Max Payne Mobile,1428322304,2.99,2183,4.5,Games
驾考宝典-2017最新考驾照驾校学车驾考通,191521792,0,208,5,Lifestyle
Postmates - Food Delivery Faster,87960576,0,9519,3.5,Food & Drink
Flipagram,84792320,0,79905,4.5,Photo & Video
Subway Surfers,156038144,0,706110,4.5,Games
Easter Bunny Tracker Fun,10027923,0,83,3,Entertainment
电信营业厅,107940864,0,248,3.5,Utilities
Majiang Mahjong（单机+川麻+二人+武汉+国标）,74442752,0,1007,5,Games
Home Design 3D GOLD,207154176,9.99,9889,4.5,Productivity
Papa's Burgeria,42811392,2.99,1589,4.5,Games
Bazaart Photo Editor Pro and Picture Collage Maker,120474624,0,4909,4.5,Photo & Video
Baldur's Gate: Enhanced Edition,2441125888,9.99,1454,4,Games
农行掌上银行,63531008,0,57,2.5,Finance
Hidden World,104166400,1.99,279,4.5,Games
Prize Wheel ™,36770816,0,3287,4,Entertainment
Flick Home Run ! HD,21049015,0.99,2144,4.5,Games
Little Writer - The Tracing App for Kids,37417984,0.99,1348,4.5,Education
Slingshot Racing,78962688,0.99,3189,4.5,Games
LINE Camera - Photo editor Animated Stamp Filter,77113344,0,3978,4.5,Photo & Video
Think in Japanese (Original name:ひとりごと英語),63654912,2.99,0,0,Reference
Offroad Legends,96497664,0.99,22281,4.5,Games
内涵段子 - 精选搞笑图片、视频,96586752,0,275,5,Entertainment
Bejeweled Classic HD,151254016,0,70926,4.5,Games
Virtua Tennis Challenge,401727488,4.99,1339,4,Games
Dark Sky Weather,20826112,3.99,10014,4,Weather
Translator !!,27192320,9.99,128,4,Productivity
Cortex Camera,3409920,2.99,346,4,Photo & Video
上海移动掌上营业厅,61895680,0,22,3,Lifestyle
Weaphones: Firearms Simulator Volume 1,61468672,2.99,1478,4.5,Games
Le Havre (The Harbor),157290496,4.99,2125,4.5,Games
Block Story Premium,224559104,2.99,734,4,Games
You Doodle - draw on photos & pictures add text,72188928,0,8520,4.5,Photo & Video
SuperPhoto - Photo Effects & Filters,55636992,0,1952,4.5,Photo & Video
FreePrints – Photos Delivered,112790528,0,26060,5,Photo & Video
聚美优品-新用户专享160元现金券,153457664,0,42,4.5,Shopping
Depop - Buy Sell and Share,85724160,0,2478,4.5,Shopping
天猫-购物,211127296,0,426,4.5,Shopping
FOCUS Online - Aktuelle Nachrichten,68831232,0,373,4.5,News
Text 2 Group Pro - Quickly send SMS messages,49426432,2.99,2798,4,Productivity
ケンタッキーフライドチキン 公式アプリ,50291712,0,0,0,Food & Drink
Onion Browser - Secure & Anonymous Web with Tor,42329088,0,691,3.5,Utilities
Visual Anatomy,215178240,2.99,571,4.5,Medical
Alice in the Mirrors of Albion: Hidden object game,1222732800,0,47382,4,Games
Burrito Bison,58088448,0.99,416,4,Games
Credit Karma: Free Credit Scores Reports & Alerts,95494144,0,101679,5,Finance
翼支付-只为简单生活,98640896,0,9,1.5,Finance
The Sandbox - Building & Crafting a Pixel World!,171482112,0,41108,4.5,Games
ZENFORMS: Protectors,111136768,1.99,1127,4,Games
RetailMeNot Shopping Deals Coupons Savings,133086208,0,18544,4.5,Shopping
VinoCell: manage your wine cellar like a pro,37157888,8.99,248,4,Food & Drink
Dokuro,146078720,1.99,84,4.5,Games
Toca Train,81991680,2.99,1397,4,Education
Toca Band,323621888,2.99,3107,4.5,Education
My Singing Monsters,240521216,0,130519,4.5,Games
PIP Camera-Selfie Cam&Pic Collage&Photo Editor,74172416,0,8454,4.5,Photo & Video
ATracker - Daily Task and Time Tracking,153064448,0,1114,4.5,Productivity
Brutal Street,68812800,0,777,4.5,Games
冒険ダンジョン村,187158528,4.99,0,0,Games
Slots - Pharaoh's Way,76591104,0,69610,4.5,Games
iTranslate Voice - Speak & Translate in Real Time,56189952,6.99,14469,4,Productivity
The Official DVSA Highway Code,67291136,3.99,0,0,Education
腾讯微云-安全备份共享文件和照片,63563776,0,308,4,Productivity
Remind: Fast Efficient School Messaging,117131264,0,9796,4.5,Education
宝宝树孕育-火爆的备孕怀孕育儿社区,120731648,0,456,4.5,Health & Fitness
Best Skins Creator Pro - for Minecraft PE & PC,36002816,1.99,4243,4,Utilities
フリル(FRIL) - 満足度No.1 のフリマアプリ,68782080,0,7,4,Shopping
PopCam Photo,52942848,0,160,4,Photo & Video
Nearpod,75843584,0,1057,4,Education
AutoRap by Smule,71257088,0,18202,4,Music
The Amazing Spider-Man,829148559,6.99,17895,4.5,Games
Temple Run: Brave,130115584,1.99,27593,4,Games
BabyScope - Prenatal Listener,61694976,4.99,875,3,Utilities
realMyst,1043664896,6.99,708,4,Games
Sun Surveyor - Sun & Moon Visualization Tool,26597376,9.99,183,5,Photo & Video
Shogi,17691648,0,26,4,Games
Fair Food Maker Game - Make Yummy Carnival Treats,111604736,0,12251,4,Games
Potty Time with Elmo,47083520,2.99,712,3.5,Education
My Mixtapez Music,84864000,0,26286,4.5,Music
Fuel Rewards® program,58839040,0,2249,4.5,Shopping
Poop Break,6529024,0.99,21,4,Utilities
Plague Inc.,95603712,0.99,143285,4.5,Games
DiveChamp,41779200,0.99,295,4.5,Games
Tom Loves Angela,53489664,0.99,1151,4,Entertainment
Tom Loves Angela for iPad,55357440,2.99,2286,4,Entertainment
Jake's Never Land Pirate School,303058944,0.99,4337,4,Entertainment
Flow Free,20669440,0,373857,4.5,Games
Pixlr - Photo Collages Effects Overlays Filters,73878528,0,2099,4,Photo & Video
JaxReady,8352768,0,22,3.5,Weather
Storm Shield,26501120,2.99,2516,4.5,Weather
CamCard HD -business card scanner & reader,80380928,7.99,319,4,Business
Pumped: BMX,38629376,1.99,1164,5,Games
Sworkit - Custom Workouts for Exercise & Fitness,143166464,0,16819,5,Health & Fitness
Fieldrunners 2,89068544,2.99,14214,5,Games
Photo Editor by Aviary,36269056,0,39501,4.5,Photo & Video
Hurricane Tracker WESH 2 Orlando Central Florida,29992960,0,203,4,Weather
Bluebeam Revu,150128640,9.99,210,3,Productivity
ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,103106560,0,48,4.5,Navigation
Where's My Perry?,126416896,2.99,24314,4.5,Games
Seeds Pro For Minecraft - Server Skins Community,29258752,1.99,12770,4.5,Games
今日头条 - 热点新闻资讯、娱乐视频,108229632,0,428,4.5,News
Granny Smith,68317184,1.99,8568,4.5,Games
Lep's World 2 Plus - super best platformer games,66832384,0.99,8404,4.5,Games
Lyft,157950976,0,46922,4.5,Travel
SnoreLab : Record Your Snoring,56814592,0,1341,4.5,Medical
Clash of Clans,116476928,0,2130805,4.5,Games
Frax HD - The First Realtime Immersive Fractals,94023680,1.99,298,5,Entertainment
Zombie Tsunami,115895296,0,31311,4.5,Games
The Wonder Weeks,28716032,1.99,397,2.5,Health & Fitness
Disney Channel – Watch Full Episodes Movies & TV,132038656,0,21082,3.5,Entertainment
Disney Junior – Watch Full Episodes Movies & TV,113905664,0,8077,3,Entertainment
Disney XD – Watch Full Episodes Movies & Live TV,109049856,0,5703,3.5,Entertainment
METAL SLUG 3,151613440,2.99,2798,3.5,Games
CBS Full Episodes and Live TV,93207552,0,39436,2.5,Entertainment
东方财富网领先版-财经资讯&股票开户,133628928,0.99,0,0,Finance
Dungeon Village,187506688,4.99,1000,4.5,Games
Wish - Shopping Made Fun,48428032,0,141960,4.5,Shopping
Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool Kindergarten and Grade 1 Kids),54198272,2.99,59,3.5,Education
LiveCollage Pro-Photo Collage Maker&Photo Editor,88022016,1.99,12319,4.5,Photo & Video
Photo Collage Maker & Photo Editor - Live Collage,94266368,0,93781,4.5,Photo & Video
Trigger Fist,144196155,0,69624,4.5,Games
Talking Ginger for iPad,79683584,0,20065,4.5,Entertainment
same - 就是聊得来,123238400,0,78,4,Social Networking
Deck Pass Plus,10240000,1.99,350,3.5,Sports
Tone Sphere,411227136,1.99,360,4.5,Games
Dragon Island Blue,53772288,0.99,9119,5,Games
Organ Trail: Director's Cut,245444608,2.99,3389,4.5,Games
cute icon&wallpaper dressup - CocoPPa,65789952,0,12508,4,Lifestyle
DEAD TRIGGER,301228032,0,78918,4.5,Games
MY LITTLE PONY: Magic Princess Quests,107032576,0,65201,4.5,Games
Fragment's Note,714801152,3.99,1,5,Games
Bad Piggies,260106240,0,26259,4.5,Games
Odysseus: Long Way Home HD (Full),281676680,4.99,39,4,Games
KODAK Kiosk Connect App,21434368,0,3711,4.5,Photo & Video
Modern Essentials,53814272,6.99,112,3.5,Health & Fitness
Snail Bob,210245632,0.99,9453,4.5,Games
InstaBoard for Instagram - photos & videos repost,53230592,0,1571,3.5,Photo & Video
Topia World Builder,59056128,1.99,1775,3.5,Games
Bubble Mania™,189151232,0,122081,4.5,Games
Dr. Panda Hospital,417707008,2.99,372,4,Education
Tapage by My Little App,54250496,0,41,4.5,Lifestyle
UFC ®,45790208,0,809,2.5,Sports
Rhonna Collage,123987968,1.99,239,4,Photo & Video
Upward Basketball Coach,36912128,0.99,138,3.5,Sports
Celebrity Look Alike App - Face Compare,49332224,0,403,2.5,Entertainment
BADLAND,222380032,2.99,21325,4.5,Games
Certified Mixtapes - Hip Hop Albums & Mixtapes,41123840,0,9975,4.5,Music
Hungry Shark Evolution,320535552,0,83784,4.5,Games
Into the Dead,171828224,0,32492,4.5,Games
Fitstar Personal Trainer,50043904,0,7496,4.5,Health & Fitness
Oje ich wachse!,26168320,1.99,0,0,Health & Fitness
书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,52120576,0.99,14,5,Book
Over— Edit Photos Add Text & Captions to Pictures,109300736,0,16221,4.5,Photo & Video
Google Chrome – The Fast and Secure Web Browser,95385600,0,55750,3.5,Utilities
Tentacles: Enter the Dolphin,580818944,2.99,1678,4.5,Games
Full Fitness : Exercise Workout Trainer,104803328,2.99,7573,4.5,Health & Fitness
Trainz Driver - train driving game and realistic railroad simulator,384385024,2.99,2228,4,Games
Toddler Counting 123,60891136,0.99,121,4,Education
Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,22585344,2.99,2079,4.5,Photo & Video
UNO ™ & Friends,131464192,0,68911,4,Games
Raiden Legacy,177562624,4.99,443,4.5,Games
BrainHQ - Brain Training,72673280,0,684,4,Education
Block Earth,85463040,4.99,2089,4,Games
Bastion,1281059840,4.99,14247,4.5,Games
Rayman Jungle Run,78690304,2.99,25517,4.5,Games
TEDICT - Learn English with TED Video,6398976,2.99,77,4.5,Education
Big Fish Casino – Best Vegas Slot Machines & Games,108107776,0,113959,4.5,Games
暴风影音-BaoFeng Player,83532800,0,287,4.5,Entertainment
SpellingCity,109510656,0,1566,3.5,Education
どうぶつしょうぎ(公式),33780714,0.99,1,4,Games
We Heart It - Fashion wallpapers quotes tattoos,79953920,0,90414,5,Social Networking
IronMobile - Ironman Athlete Tracker,5086208,0.99,126,3,Sports
Been Together,50371584,0.99,20,4.5,Lifestyle
Hurricane Impact by HurricaneTrack.com,7477248,2.99,60,3.5,Weather
Voice Translate Pro,20605952,3.99,1158,4.5,Business
Castle Raid,47127849,0.99,1087,4.5,Games
Need for Speed™ Most Wanted,2023336960,4.99,7315,4,Games
Tiny Wings HD,28681216,2.99,12181,4.5,Games
Robot Unicorn Attack 2,106917888,0,21432,4.5,Games
Presidential Election & Electoral College Maps,32719872,2.99,222,3.5,News
The Secret Society® - Hidden Mystery,1433910272,0,168674,4,Games
Space Agency,34965504,1.99,1565,4.5,Games
NBC Sports,129395712,0,47172,2.5,Sports
征戦エクスカリバー,89853952,0,8,3.5,Games
Unfilth Your Habitat,12316672,0.99,321,4.5,Productivity
WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,87569408,4.99,1155,4,Travel
